sample_id,label,label_id
gap_0028_ab13cc45da55140d,Everyone,0
gap_0029_6cab2ea8b4a22fd9,Adults only 18+,4
gap_0029_c6a59bc34babef0e,Everyone,0
gap_0030_e55cea951c171f67,Everyone,0
gap_0031_1af7c4e514fb7a6b,Adults only 18+,4
gap_0031_be0a253a78f3e439,Mature 17+,3
gap_0032_dc573cff0d57dc05,Everyone,0
gap_0033_331d31b45509cf30,Teen,2
gap_0033_6cdffe66693e94d3,Mature 17+,3
gap_0034_bc262e74cf3b6921,Everyone,0
gap_0035_3fc985d771ecb4be,Mature 17+,3
gap_0035_b112ec1cd768a2dd,Mature 17+,3
gap_0036_24df8dca9786a2e7,Mature 17+,3
gap_0036_6f5d970c78b20a1f,Mature 17+,3
gap_0037_ed05ff88f7109877,Mature 17+,3
gap_0038_6e0f7e961b534e29,Mature 17+,3
gap_0039_75b563f62a7020ff,Mature 17+,3
gap_0039_a78b8364a586d380,Teen,2
gap_0040_30625b7d04049a96,Mature 17+,3
gap_0040_c61b0b8aa77df5b8,Mature 17+,3
gap_0041_ef0990142c806231,Mature 17+,3
gap_0042_71e325e5405c73d0,Everyone 10+,1
gap_0042_f7a6277fe3c2e816,Mature 17+,3
gap_0043_5b14cddb86eabbc5,Everyone,0
gap_0043_89d5a37a95ba1fa3,Everyone,0
gap_0044_767812821f66501c,Everyone,0
gap_0045_18b6e6f9943344c9,Mature 17+,3
gap_0045_bd50af95208e71af,Mature 17+,3
gap_0046_9235d68f7b7f39ce,Everyone,0
gap_0047_5e4a8b1b0e7bf59f,Mature 17+,3
gap_0047_dbdea38f6e3f7f03,Everyone,0
gap_0048_c8fddf2630c72db4,Mature 17+,3
gap_0049_00a45b98901727b7,Teen,2
gap_0049_462098b465bb018b,Mature 17+,3
gap_0050_a43047437c5fabcf,Mature 17+,3
gap_0051_443efe46b1308cfd,Everyone,0
gap_0051_8c3389711ac8533a,Mature 17+,3
gap_0052_6dc805ab913cf2f2,Everyone,0
gap_0052_e94edbe5c8351073,Mature 17+,3
gap_0053_f43e673c81cd3feb,Mature 17+,3
gap_0054_1eadd7b6fd3a5071,Mature 17+,3
gap_0055_834de8a958567f8c,Mature 17+,3
gap_0056_fd611bcb9ada4c4e,Teen,2
gap_0057_db67691572af7326,Mature 17+,3
gap_0058_0a1d9dc868b444f6,Everyone 10+,1
gap_0058_e425d33180743978,Everyone 10+,1
gap_0059_650ad41bc16b33a3,Everyone 10+,1
gap_0059_a4c3fb0a286b3502,Teen,2
gap_0060_0a5d6933a0ea469b,Mature 17+,3
gap_0060_40cb3a1ce6c4882c,Teen,2
gap_0061_52825e44e18cb59e,Everyone 10+,1
gap_0062_371a48acb828e0a2,Mature 17+,3
gap_0064_1a22b211cd45627a,Mature 17+,3
gap_0064_2bd89b1efb05b3a8,Teen,2
gap_0065_c4dd8e46d1aaa8fc,Mature 17+,3
gap_0066_38961d2b9fd97545,Mature 17+,3
gap_0067_5e488bfa11495449,Teen,2
gap_0068_7204982cec852313,Mature 17+,3
gap_0068_b7c1bf15ad730d78,Everyone,0
gap_0069_1887d81431c616ba,Everyone,0
gap_0069_98b4aed8551bf726,Everyone 10+,1
gap_0070_3cda86152d62397f,Everyone 10+,1
gap_0070_e011920a4ef73c05,Everyone 10+,1
gap_0071_062c38a9475116b2,Everyone 10+,1
gap_0072_2b106c7db87a778f,Mature 17+,3
gap_0072_b99d4b6933a5fa47,Everyone 10+,1
gap_0073_048ca6f5ccaa3188,Everyone,0
gap_0073_0894bee5f40311bc,Teen,2
gap_0074_3ac17cb69e0ea51a,Everyone,0
gap_0074_9b46ed641db18329,Teen,2
gap_0075_b6424a8ea2355d42,Mature 17+,3
gap_0076_344c4f1a70ad0bcf,Mature 17+,3
gap_0076_556a721f9644cb70,Everyone,0
gap_0078_abfebf161d8f7c35,Everyone,0
gap_0079_b34fd9cb22b3fd98,Everyone,0
gap_0080_2f66bd2a33b5e36b,Adults only 18+,4
gap_0081_86bccd388e918e5d,Everyone,0
gap_0081_e35062fbd65e8aab,Mature 17+,3
gap_0082_64f170c1de3b2fc7,Everyone,0
gap_0083_5cba892f4e6b2272,Adults only 18+,4
gap_0085_51a69b4f4c0154db,Teen,2
gap_0085_a9c933d439684ef4,Everyone,0
gap_0086_837a59dae7bf7543,Teen,2
gap_0087_5517cd11d1f583f9,Everyone,0
gap_0087_7e039a07f31b7d86,Everyone,0
gap_0088_ee7ee0c10bb5aaa6,Everyone,0
gap_0089_59b92c31f9f94e1a,Mature 17+,3
gap_0091_6a96de40cf7856f7,Everyone 10+,1
gap_0093_61643d9940a81f7a,Mature 17+,3
gap_0093_d0ac403375ea447c,Everyone 10+,1
gap_0094_6655afbdfcd16282,Teen,2
gap_0095_5cc040f9734e44a1,Mature 17+,3
gap_0096_b265fecf451f634e,Teen,2
gap_0097_7f02d334b949b494,Mature 17+,3
gap_0098_8ed8c2aaa8d50668,Mature 17+,3
gap_0099_6301ecd02d7d2fc2,Everyone 10+,1
gap_0099_ad42c12aa3016ead,Everyone 10+,1
gap_0102_b2aae850a0e550eb,Teen,2
gap_0103_bf5cf58062721349,Mature 17+,3
gap_0104_0671cf3b189fa5c5,Mature 17+,3
gap_0104_5f12aaec540c2a9b,Mature 17+,3
gap_0105_935c78a0d3550eee,Adults only 18+,4
gap_0106_2d42a3e56c0ed0c8,Adults only 18+,4
gap_0107_9792a7476455a8ff,Teen,2
gap_0108_93dfc168d663f0ea,Teen,2
gap_0109_8af0c27c129fd838,Mature 17+,3
gap_0109_a85ab283b0bbb250,Teen,2
gap_0110_0e6c4c8a3e45de5a,Teen,2
gap_0111_189433278972ca8b,Everyone 10+,1
gap_0112_a80a5748401f0489,Everyone 10+,1
gap_0113_cf8904d48578c0db,Everyone 10+,1
gap_0114_08a49dcc953aec82,Everyone 10+,1
gap_0114_f7327ea921ce806a,Everyone 10+,1
gap_0116_74e2cda603191caa,Teen,2
gap_0117_3f09901dac813e51,Adults only 18+,4
gap_0117_d2d46c96bcdfa98f,Everyone,0
gap_0118_63d0654d8c5779e3,Teen,2
gap_0118_f4cad7115c1d57c2,Everyone 10+,1
gap_0119_d44a6fa793722cd1,Everyone,0
gap_0120_47f82335ef66ff43,Adults only 18+,4
gap_0121_af74c31b68d5ea8b,Everyone,0
gap_0122_4fbb31704d46c684,Everyone,0
gap_0123_c47d72d6aae91e03,Adults only 18+,4
gap_0124_2e7aaa65b21d9643,Everyone,0
gap_0125_889c5df5b7713d37,Teen,2
gap_0126_0d50e83066ce5d36,Everyone 10+,1
gap_0128_dfa31efb7e85fc2b,Everyone,0
gap_0129_89ea4c07e2452a86,Mature 17+,3
gap_0130_437a95c03f8ee322,Everyone,0
gap_0130_e3f218b2225b4e17,Teen,2
gap_0131_1e1be68e990bacc6,Mature 17+,3
gap_0132_fc3182ea29dfeafe,Everyone 10+,1
gap_0133_4427edeb4d45e7d9,Teen,2
gap_0134_f56e596bfd19cbeb,Everyone,0
gap_0135_1c3e26296d332658,Everyone,0
gap_0135_44571e6bd46cbd4b,Mature 17+,3
gap_0138_556947e75a08d504,Everyone,0
gap_0139_463b29ee67ef8e24,Teen,2
gap_0139_d6e7d0776a5e7d45,Teen,2
gap_0140_c9a7c471ccaf200c,Everyone 10+,1
gap_0140_fa614e8ed205451f,Everyone 10+,1
gap_0141_bc2e7cbcfb29fc6e,Everyone 10+,1
gap_0142_554d930756bc876a,Teen,2
gap_0142_e0c72cea79dc781f,Teen,2
gap_0143_8dcbd20889fc5b04,Everyone,0
gap_0143_cb56f584fd271fa1,Mature 17+,3
gap_0144_48eec093d860fb9e,Teen,2
gap_0144_b093a40683661e24,Mature 17+,3
gap_0145_54544883c04d699e,Everyone 10+,1
gap_0145_72a10a8d8946ab20,Everyone 10+,1
gap_0147_c9704554ea5bbcf5,Everyone 10+,1
gap_0148_bea679b0e1bac728,Teen,2
gap_0150_e6ba86382ba9848b,Mature 17+,3
gap_0151_a5d06d1ead14c617,Teen,2
gap_0152_43c4b2472af2a2ae,Teen,2
gap_0153_263ba39a73fcefd9,Everyone 10+,1
gap_0153_2a73569d35b3ce3f,Teen,2
gap_0154_5654bcc07898fbcf,Mature 17+,3
gap_0154_9de9d282a47ac6dc,Everyone,0
gap_0155_f64812af6ef74d2c,Teen,2
gap_0155_f8a1d591f85f1347,Everyone 10+,1
gap_0156_7a9ee7360e5d412c,Everyone 10+,1
gap_0157_57fb43cd92067d03,Everyone 10+,1
gap_0157_65598a0c418bdd69,Teen,2
gap_0158_72b259e3aee59d0f,Mature 17+,3
gap_0158_d8d736c4061bd857,Teen,2
gap_0159_1037ebc7b3ca6d77,Everyone 10+,1
gap_0159_159c052d8dbb7d30,Everyone,0
gap_0160_2be5ed75ef15e3e8,Teen,2
gap_0160_95d8c6e2485295af,Everyone 10+,1
gap_0161_00116db43efc4ec5,Everyone,0
gap_0162_bc9b0fcaea325462,Teen,2
gap_0162_fbd1797e8bd5afcc,Adults only 18+,4
gap_0163_5bc3a05f3cc1f695,Mature 17+,3
gap_0163_d6f61539ed9a36a7,Teen,2
gap_0164_7ea002219033b52c,Everyone,0
gap_0164_d6cdf943523fa9f1,Teen,2
gap_0165_1357078236e3474d,Everyone 10+,1
gap_0168_30cdfea7ecb2fe7a,Everyone,0
gap_0169_c92c9de83a35cbe5,Mature 17+,3
gap_0170_7a9e5795e0e9b57a,Teen,2
gap_0173_025830f2a7f78eae,Everyone,0
gap_0174_188805dc0740983f,Adults only 18+,4
gap_0175_7c4bbbaee7d58728,Everyone 10+,1
gap_0176_69d0924b1a4a73f7,Teen,2
gap_0177_89ecf64796aefdf0,Teen,2
gap_0177_dfc154ca64aea5f2,Mature 17+,3
gap_0178_4b385168499d3964,Everyone 10+,1
gap_0178_964ef6eabad2d594,Mature 17+,3
gap_0180_34e5b98d3fca29e5,Adults only 18+,4
gap_0181_16f0192b387e6899,Everyone 10+,1
gap_0182_9f535cc965880912,Everyone,0
gap_0183_3e0be849dc0c244e,Teen,2
gap_0184_2e766d29b3535c01,Teen,2
gap_0185_78cedffff8ea836e,Everyone,0
gap_0186_5bcaf6e87e269d43,Teen,2
gap_0187_138cd11b8e9d85a3,Everyone 10+,1
gap_0187_dce70e8ef6bfda5b,Everyone,0
gap_0188_9ca8c0ecd890d3da,Everyone 10+,1
gap_0189_a6998d3098347159,Everyone,0
gap_0189_b5e2bdb6ea29c822,Everyone 10+,1
gap_0190_3fde629148e7cdb1,Everyone,0
gap_0190_a024aabba643da6d,Everyone,0
gap_0191_4da092c4754ebdd6,Everyone 10+,1
gap_0191_94ec2cd66683fe8a,Mature 17+,3
gap_0192_2df4b4a0f8902df6,Teen,2
gap_0194_218ff29a7f68b920,Adults only 18+,4
gap_0194_5586f80845cc17fc,Teen,2
gap_0196_abc7a848a4e5e60f,Everyone,0
gap_0197_9614c7cccb0ed239,Everyone,0
gap_0197_9e6f9da4e7a2eabc,Teen,2
gap_0198_80a6814912d4d873,Teen,2
gap_0199_0f89627cca346ab5,Everyone,0
gap_0199_795a523e74b5c6c6,Everyone,0
gap_0200_04b296eb1f28631e,Mature 17+,3
gap_0201_ba9db97f86e7fb53,Mature 17+,3
gap_0201_ef7fcc85a0355337,Teen,2
gap_0202_0f5da8ada845116f,Everyone,0
gap_0203_b856683645cd5eb8,Teen,2
gap_0204_f2f781af71763a48,Teen,2
gap_0205_6b4eedc593153ab0,Everyone 10+,1
gap_0207_d8aac9203a4d8779,Teen,2
gap_0208_cca488343d5536b3,Everyone 10+,1
gap_0209_a38a1c7bf193b8c1,Teen,2
gap_0212_f964d495863b91b6,Everyone 10+,1
gap_0214_43833c491a99f90b,Teen,2
gap_0217_f430f994f71783f5,Teen,2
gap_0219_b82be9608f66412d,Teen,2
social_or_communication_balanced_00002,Mature 17+,3
social_or_communication_balanced_00005,Everyone,0
social_or_communication_risk_00002,Adults only 18+,4
