sample_id,split,category,sampling_strategy,state_source,source_result_dir,source_schema_version
auto_all_other_app_types_a8ea2a0779609700,train,All Other App Types,autonomous_3_way,reconstructed_from_graph_and_baseline,rating_autonomous,1
auto_all_other_app_types_ac42a56bcc848722,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_ad0f86c092cd7419,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_af1f78f9c582b495,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_b318f007aa098a2e,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_b46731efd7aa62f2,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_b7db4c82ba8d8320,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_be3443d8e004e435,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_be518b2b48b4b354,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_bf5d97d5cfad61ba,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c047b0ffdfd8f891,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c2e28e3b70f716de,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c77db03da1f53903,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c79453a87b1ab1a9,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c831b9ac360d8eae,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c869b5b80fdcc66a,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c886cb2b42b8e222,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c8cab127dfe473d7,test,All Other App Types,autonomous_2_way,reconstructed_from_graph_and_baseline,rating_autonomous,1
auto_all_other_app_types_c8e6949a63c7b268,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_c9f48776ee5965ad,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_cea2a5a40780c8ef,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_d83c9be4cc92d628,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_dcf86d0f7e5435e3,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_dd4138597f004f62,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e25e61f5fba3351b,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e2f9df2b39b5261b,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e3e02c298e3fe4a9,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e76175257e347780,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e809759ac4e80c2e,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e90e22e27aafba40,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e92eb2ebf6678b01,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_e9dc05cc34f89f57,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_ea0553d8767c9d0e,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f077de1d0d18a539,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f1f68d98502eceee,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f353ff41919917fd,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f4a3e5409e9e3f72,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f7b92454a2f5382d,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f91de8e67a2a231f,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_f9d72d2074d31475,train,All Other App Types,autonomous_4_way,reconstructed_from_graph_and_baseline,rating_autonomous,1
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_009f446e2bbede37,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_01a820d9d4b55a90,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_03742640601e3315,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_03e20e7044cd069a,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_060fd910289f68bd,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_06a7c40d25e5566c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_07063bd92baa56f5,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_07bb51c9e48384bc,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_085fe3bd8fa45afa,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_087b82db8b79b953,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_08fb64a4b4fa9a1f,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_09b0d49e0e81d738,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0a0df1e29149f80b,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0a2e831362564bbf,test,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0acb19cfa5ab5013,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0c93b344b15553f9,test,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0d1a336af3e645ac,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0dbb78c3b59020d7,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0dcdc0b379b9383f,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0dddcd8658e23885,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0e629578b1402d70,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0ed6b7c5babb16d4,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_0fb53eb3dc4f89d9,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_107ead173d555944,train,Game,autonomous_single,reconstructed_from_graph_and_baseline,rating_autonomous,1
auto_game_10d993fe64955191,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_12bd666ca7bbcf15,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_12f654f2febdb093,test,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_13fe9e4816540ca1,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1512d439cbf98dbb,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_16f517b4ade0581f,test,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1805ed55e876accd,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_184fe0da9f61336b,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1873200dbe5aa344,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_18a168bbfe23a25f,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_18b60488147d4c1d,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_19e3e1875950854a,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1a18ca13be8b08b5,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1a363d0b339341bb,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1ad11d96f60459e8,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1ae1b25cf7091ed0,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1b7c413060dc053c,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1c8004debfa39475,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1cb052a4ca0f656e,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1d737677e5d8f3a3,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1ed365a31cb5c345,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1ef24f15ae6586f3,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_1fde114abb3c0cd3,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_21c0c27480489b8d,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_23de8dedc3ff84a6,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_24b85a4c8a603462,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_259ceb718e5fb522,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_25f88d7f061d8490,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_26e42026453789e6,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_26fc0344e99fcd6b,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_27e165559487d631,test,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_28e0c2a708bb5ab9,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_29a1c7e6fcf9a122,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_2bfd69cd84195118,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_2d3a959da76b51de,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_2d8fdf4158ddde1f,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_2f8aad7979cf0a38,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_2fc608cdabbd3b89,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_31183e3eff6f2504,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_329cc0ebca407f50,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_32cb95b5eb4fb735,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_32fac960ba10dd31,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_34073116d6be0bd4,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3418e33a160f7fb9,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_34b611124eecda4b,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_34f07fa3e05a2626,test,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_35daf53a5cf21cde,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_362315a124225938,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3647950e25009a5a,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3878083270683b0c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_38b91612080eb5e8,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_394205404704ca71,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_396700f3c60332f9,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3a5805530c59c944,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3acca6dd3fbe9cec,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3aedb1d22f792775,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3c08b44c54a83225,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3c45df19ad9c0c61,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3dd209c4719f0812,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3e3503b95ee0736c,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3e9acce7d4854b4c,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3f11c79d9adfa1bd,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3f446dc8060d289a,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_3f84b12977a6922e,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_400afd246b5ece94,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_40fdaba42435a148,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4107be7014b623c6,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_41e2257a08ec7278,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_433b57654e73c839,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_437f705497288771,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_43d3cb720a85d394,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4448ae33fb882116,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_44622a905315a978,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4505cf657943ddac,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4584fe56fd55fe05,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_45b097631936f029,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4634737d402446b8,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_46e19ede62fec9a4,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_46ec61741a5cdf0b,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_47126ae08b028244,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4912973038b4a3f7,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_49c44367dab32da7,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4a1cc52df1e5f0f2,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4abc183fb75c24ca,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4b6306562902804f,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4bf74e33798f3706,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4ce2c3e07f6d1420,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4da6b8195bcfd2c4,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4deaf394b746304f,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4f35ae4054e3e494,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_4f382b786018412c,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5050860415e93e0f,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_50e2c8f97e766aaa,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_536d10af7d1b43e5,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_55f73fb2ea2d8958,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_578d2b20b16ead9a,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_59496b03eb3c26d7,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_59975617ce3dc70d,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_59d13cc9ca6fc427,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5a20155f0a784914,test,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5b8431823c59b144,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5b98f2a88f686164,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5c5f680be1a171f9,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5df98235e56f942a,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5e56a9525f278da0,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5ea33dd97e9b8f82,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5eae932a0702036b,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_5fb6c4c8a82bede0,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_601187320b2275b1,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_60458ad1cc493b49,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_612b0e62a00e3908,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_61af67cb7b0894ca,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_61fc1eeadbf24df6,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6481810f2a16a9a2,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_651a091ee236ddf9,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6785deb60e45da18,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_67bba454c4dc0593,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_69a3e47e96632e06,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6b0be4f38faef9db,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6bd05ff5956aad87,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6d60442319699e1b,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6d9d6834a18c9285,test,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_6e19829d9d765c92,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_705af3acf665297d,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_713e1a6e636cc786,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_71ae098ae1a2f7eb,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7414e9d86e26f069,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_75414870547ad5f0,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_75fa3fa260da620a,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_760866b34db8c3bc,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7627fdfe90cec176,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_77c5fedd85a1c4af,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_780ed238ab976954,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_79bc408ab1cb1535,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7a257fffb6783da9,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7a715a212048f2c0,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7acf21509a0b6711,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7b1035a703857d97,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7b1dd2fd9af19538,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7be91de34ef3fcc3,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7ef797edf740f365,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7f1b8f13eef4e70e,train,Game,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7f2efc991b238ccf,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_7fa4b0243401bd3e,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_808f76220d2e7c16,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8110c1e597ecc7be,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_81b2bfa2c8d8c63c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_81eec3606a30c460,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_84af457aab6c7b93,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_84f7262253400f75,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8617af192cb42de8,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_86cbf083336541db,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8a10d637664e2f68,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8a96eef143686c03,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8beb28a502dea773,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8ccbf02df7b19574,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8d74d9f7a9329885,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8e113764e744493c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8e4c2d5ba36f6aa9,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8ebfabbb175e05a4,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_8f60e34313eb00e2,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_903a9b627a394ec8,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_90a89930056fba72,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_9138e872f004a01c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_92329ec8c6cf98fd,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_930acb500e4799f7,train,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_95e3eca7bb54e6b7,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_966dfab15cfebdb0,train,Game,autonomous_3_way,reconstructed_from_graph_and_baseline,rating_autonomous,1
auto_game_9807f861fa3ee955,test,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_98deed2df01a9d7b,test,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_9a563ee9c9b65b9c,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_9a9d7c7cfa3e7c9b,test,Game,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_9aa59a15e01986b2,train,Game,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_game_9aa5b762c7de618b,train,Game,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
