sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
auto_all_other_app_types_f9d72d2074d31475,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,Users Interact || In-App Purchases,
auto_all_other_app_types_f9d72d2074d31475,train,All Other App Types,Russia,Google Play,Rated for 18+,,Users Interact || In-App Purchases,
auto_all_other_app_types_f9d72d2074d31475,train,All Other App Types,South Korea,Google Play,Rated for 19+,,Users Interact || In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Nudity Inappropriate Language,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Partial Nudity,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 12,Nudity,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Nudity,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,Russia,Google Play,Rated for 12+,Nudity,Users Interact,
auto_all_other_app_types_fa48c40f1907fdd3,test,All Other App Types,South Korea,Google Play,Rated for 12+,Nudity,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Inappropriate Language,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
auto_all_other_app_types_fb11a484b618ec6a,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,Inappropriate Language,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Language,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,Russia,Google Play,Rated for 3+,,Users Interact,
auto_all_other_app_types_fc41a14c74855e8b,test,All Other App Types,South Korea,Google Play,Rated for 3+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence Sexual Content Inappropriate Language,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Blood and Gore Strong Language Cash Rewards,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Strong Language Cash Rewards,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Explicit Violence Gambling with Cash Payouts,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Strong Language Cash Rewards,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,Russia,Google Play,Rated for 18+,Strong Language Cash Rewards,,
auto_all_other_app_types_fdf280bb77cf1b64,train,All Other App Types,South Korea,Google Play,Rated for 19+,Strong Language Cash Rewards,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Violence Sexual Content Illegal Drugs,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Diverse Content: Discretion Advised,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Contents for Different Age Groups,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Drugs,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,Russia,Google Play,Rated for 18+,Drugs,Users Interact,
auto_all_other_app_types_fe10607e66a260b5,train,All Other App Types,South Korea,Google Play,Rated for 19+,Drugs,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content Illegal Drugs Inappropriate Language,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Sexual Themes Drug Reference,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Sexual Content,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact,
auto_all_other_app_types_fe5a218cc2e40baf,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_game_009f446e2bbede37,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_009f446e2bbede37,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Legal Drugs Sensitive themes Criminal Acts,,
auto_game_009f446e2bbede37,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Alcohol Simulated Gambling Cash Rewards,,
auto_game_009f446e2bbede37,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_009f446e2bbede37,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_009f446e2bbede37,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_009f446e2bbede37,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_009f446e2bbede37,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
auto_game_009f446e2bbede37,train,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
auto_game_009f446e2bbede37,train,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_01a820d9d4b55a90,train,Game,Australia,Australian Classification Board (ACB),Mature,Coarse Language Online Interactivity and Chat,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content Inappropriate Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Strong Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Sex Inappropriate Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Strong Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Rest of world,IARC Generic,Rated for 16+,Strong Language,Users Interact,
auto_game_01a820d9d4b55a90,train,Game,Russia,Google Play,Rated for 16+,Strong Language,Users Interact,
auto_game_03742640601e3315,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Themes,,
auto_game_03742640601e3315,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Extreme Violence Criminal Acts,,
auto_game_03742640601e3315,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Blood and Gore,,
auto_game_03742640601e3315,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_03742640601e3315,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Violence Anti-society,,
auto_game_03742640601e3315,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_03742640601e3315,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Horror,,
auto_game_03742640601e3315,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Horror,,
auto_game_03742640601e3315,train,Game,Rest of world,IARC Generic,Rated for 16+,Horror,,
auto_game_03742640601e3315,train,Game,Russia,Google Play,Rated for 16+,Horror,,
auto_game_03e20e7044cd069a,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use,,
auto_game_03e20e7044cd069a,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Nudity Sexual Content Illegal Drugs,,
auto_game_03e20e7044cd069a,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Sexual Content Nudity Use of Drugs,,
auto_game_03e20e7044cd069a,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_03e20e7044cd069a,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_03e20e7044cd069a,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_03e20e7044cd069a,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_03e20e7044cd069a,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_03e20e7044cd069a,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_03e20e7044cd069a,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_060fd910289f68bd,test,Game,Australia,Australian Classification Board (ACB),Mature,Mature Themes,,
auto_game_060fd910289f68bd,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Nudity Legal Drugs,,
auto_game_060fd910289f68bd,test,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Partial Nudity Use of Alcohol,,
auto_game_060fd910289f68bd,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_060fd910289f68bd,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Violence Sex Tobacco and Alcohol,,
auto_game_060fd910289f68bd,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_060fd910289f68bd,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Use of Alcohol/Tobacco,,
auto_game_060fd910289f68bd,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Alcohol,,
auto_game_060fd910289f68bd,test,Game,Rest of world,IARC Generic,Rated for 18+,Use of Alcohol/Tobacco,,
auto_game_060fd910289f68bd,test,Game,Russia,Google Play,Rated for 18+,Use of Alcohol/Tobacco,,
auto_game_06a7c40d25e5566c,train,Game,Australia,Australian Classification Board (ACB),Mature,Drug References,,
auto_game_06a7c40d25e5566c,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Drugs,,
auto_game_06a7c40d25e5566c,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Use of Drugs,,
auto_game_06a7c40d25e5566c,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_06a7c40d25e5566c,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Drugs,,
auto_game_06a7c40d25e5566c,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_06a7c40d25e5566c,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,,
auto_game_06a7c40d25e5566c,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Drugs,,
auto_game_06a7c40d25e5566c,train,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,,
auto_game_06a7c40d25e5566c,train,Game,Russia,Google Play,Rated for 16+,Drugs,,
auto_game_07063bd92baa56f5,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_07063bd92baa56f5,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes Inappropriate Language,,
auto_game_07063bd92baa56f5,test,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Cash Rewards,,
auto_game_07063bd92baa56f5,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_07063bd92baa56f5,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_07063bd92baa56f5,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_07063bd92baa56f5,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Discriminatory Language Real Gambling/Paid Contests,,
auto_game_07063bd92baa56f5,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
auto_game_07063bd92baa56f5,test,Game,Rest of world,IARC Generic,Rated for 18+,Discriminatory Language Real Gambling/Paid Contests,,
auto_game_07063bd92baa56f5,test,Game,Russia,Google Play,Rated for 18+,Discriminatory Language Real Gambling/Paid Contests,,
auto_game_07bb51c9e48384bc,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling,,
auto_game_07bb51c9e48384bc,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
auto_game_07bb51c9e48384bc,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Language,,
auto_game_07bb51c9e48384bc,train,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Language,,
auto_game_07bb51c9e48384bc,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Inappropriate Language,,
auto_game_07bb51c9e48384bc,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_07bb51c9e48384bc,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Mild Swearing,,
auto_game_07bb51c9e48384bc,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Gambling Themes,,
auto_game_07bb51c9e48384bc,train,Game,Rest of world,IARC Generic,Rated for 12+,Mild Swearing,,
auto_game_07bb51c9e48384bc,train,Game,Russia,Google Play,Rated for 12+,Mild Swearing,,
auto_game_085fe3bd8fa45afa,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling In-Game Purchases,,
auto_game_085fe3bd8fa45afa,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Illegal Drugs Sensitive themes Inappropriate Language,,
auto_game_085fe3bd8fa45afa,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Cash Rewards,,
auto_game_085fe3bd8fa45afa,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_085fe3bd8fa45afa,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_085fe3bd8fa45afa,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_085fe3bd8fa45afa,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_085fe3bd8fa45afa,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
auto_game_085fe3bd8fa45afa,train,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
auto_game_085fe3bd8fa45afa,train,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_087b82db8b79b953,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Nudity Strong Drug Use,,
auto_game_087b82db8b79b953,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Violence Nudity Drugs,,
auto_game_087b82db8b79b953,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Nudity Use of Drugs,,
auto_game_087b82db8b79b953,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_087b82db8b79b953,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_087b82db8b79b953,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_087b82db8b79b953,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,,
auto_game_087b82db8b79b953,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Sexual Content Drugs,,
auto_game_087b82db8b79b953,train,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,,
auto_game_087b82db8b79b953,train,Game,Russia,Google Play,Rated for 16+,Drugs,,
auto_game_08fb64a4b4fa9a1f,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_08fb64a4b4fa9a1f,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Legal Drugs Inappropriate Language Criminal Acts,,
auto_game_08fb64a4b4fa9a1f,test,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,,,
auto_game_08fb64a4b4fa9a1f,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_08fb64a4b4fa9a1f,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_08fb64a4b4fa9a1f,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_08fb64a4b4fa9a1f,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Use of Alcohol/Tobacco Criminal Technique Instructions,,
auto_game_08fb64a4b4fa9a1f,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Alcohol,,
auto_game_08fb64a4b4fa9a1f,test,Game,Rest of world,IARC Generic,Rated for 18+,Use of Alcohol/Tobacco Criminal Technique Instructions,,
auto_game_08fb64a4b4fa9a1f,test,Game,Russia,Google Play,Rated for 18+,Use of Alcohol/Tobacco Criminal Technique Instructions,,
auto_game_09b0d49e0e81d738,train,Game,Australia,Australian Classification Board (ACB),Mature,Mature Themes Coarse Language,,
auto_game_09b0d49e0e81d738,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence Sexual Content Legal Drugs,,
auto_game_09b0d49e0e81d738,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Mild Violence Use of Tobacco Strong Language,,
auto_game_09b0d49e0e81d738,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_09b0d49e0e81d738,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Violence Sex Inappropriate Language Tobacco and Alcohol,,
auto_game_09b0d49e0e81d738,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_09b0d49e0e81d738,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Use of Alcohol/Tobacco Strong Language,,
auto_game_09b0d49e0e81d738,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Tobacco Use Burdensome Themes,,
auto_game_09b0d49e0e81d738,train,Game,Rest of world,IARC Generic,Rated for 18+,Use of Alcohol/Tobacco Strong Language,,
auto_game_09b0d49e0e81d738,train,Game,Russia,Google Play,Rated for 18+,Use of Alcohol/Tobacco Strong Language,,
auto_game_0a0df1e29149f80b,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling,,
auto_game_0a0df1e29149f80b,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
auto_game_0a0df1e29149f80b,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Language Simulated Gambling,,
auto_game_0a0df1e29149f80b,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0a0df1e29149f80b,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Inappropriate Language,,
auto_game_0a0df1e29149f80b,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_0a0df1e29149f80b,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Simulated Gambling,,
auto_game_0a0df1e29149f80b,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Gambling Themes,,
auto_game_0a0df1e29149f80b,train,Game,Rest of world,IARC Generic,Rated for 18+,Simulated Gambling,,
auto_game_0a0df1e29149f80b,train,Game,Russia,Google Play,Rated for 18+,Simulated Gambling,,
auto_game_0a2e831362564bbf,test,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Drug Use,,
auto_game_0a2e831362564bbf,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Illegal Drugs,,
auto_game_0a2e831362564bbf,test,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs,,
auto_game_0a2e831362564bbf,test,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,"Drug, Alcohol and Tobacco Reference",,
auto_game_0a2e831362564bbf,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Drugs,,
auto_game_0a2e831362564bbf,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_0a2e831362564bbf,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,,
auto_game_0a2e831362564bbf,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Drugs,,
auto_game_0a2e831362564bbf,test,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,,
auto_game_0a2e831362564bbf,test,Game,Russia,Google Play,Rated for 16+,Drugs,,
auto_game_0acb19cfa5ab5013,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling,,
auto_game_0acb19cfa5ab5013,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sensitive themes Inappropriate Language,,
auto_game_0acb19cfa5ab5013,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Crude Humor Simulated Gambling,,
auto_game_0acb19cfa5ab5013,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0acb19cfa5ab5013,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Inappropriate Language,,
auto_game_0acb19cfa5ab5013,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_0acb19cfa5ab5013,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Simulated Gambling,,
auto_game_0acb19cfa5ab5013,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Gambling Themes,,
auto_game_0acb19cfa5ab5013,train,Game,Rest of world,IARC Generic,Rated for 18+,Simulated Gambling,,
auto_game_0acb19cfa5ab5013,train,Game,Russia,Google Play,Rated for 18+,Simulated Gambling,,
auto_game_0c93b344b15553f9,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0c93b344b15553f9,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Legal Drugs Sensitive themes Criminal Acts,,
auto_game_0c93b344b15553f9,test,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs Simulated Gambling Cash Rewards,,
auto_game_0c93b344b15553f9,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0c93b344b15553f9,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0c93b344b15553f9,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_0c93b344b15553f9,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_0c93b344b15553f9,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
auto_game_0c93b344b15553f9,test,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
